zip_code,city,state,latitude,longitude
3058,são paulo,SP,-23.539181742095018,-46.59018561157427
3059,sao paulo,SP,-23.54022960721275,-46.591853146982935
3059,são paulo,SP,-23.539947323984872,-46.591044650285944
3060,sao paulo,SP,-23.53815460896058,-46.587124074232634
3060,são paulo,SP,-23.53987859929895,-46.586316493086606
3061,sao paulo,SP,-23.54043489119502,-46.58490291908099
3061,são paulo,SP,-23.539626321211802,-46.585145945994284
3062,sao paulo,SP,-23.541160727836488,-46.58974159061914
3062,são paulo,SP,-23.540727684430717,-46.58797252039932
3063,sao paulo,SP,-23.532461631387473,-46.56459523882653
3063,são paulo,SP,-23.532326964385046,-46.56300658622703
3064,sao paulo,SP,-23.533502472979908,-46.57100763256215
3064,são paulo,SP,-23.532507268707736,-46.564583051288835
3065,sao paulo,SP,-23.537377556526884,-46.5788111237671
3065,são paulo,SP,-23.53736005845306,-46.57920303390452
3066,sao paulo,SP,-23.53735961989593,-46.576715492166734
3066,são paulo,SP,-23.537716315208193,-46.57704791368938
3067,sao paulo,SP,-23.537634433795432,-46.57321730577257
3067,são paulo,SP,-23.53839704794117,-46.57449703333878
3068,sao paulo,SP,-23.5368119766039,-46.56791859015957
3068,são paulo,SP,-23.53618505525999,-46.56886141824101
3069,sao paulo,SP,-23.535430874303056,-46.56535506292488
3069,são paulo,SP,-23.53537398272404,-46.5655324651932
3070,sao paulo,SP,-23.538402078255192,-46.569320336225374
3070,são paulo,SP,-23.53825174873257,-46.568454417096
3071,sao paulo,SP,-23.533998079802256,-46.56147828258444
3071,são paulo,SP,-23.53407611842542,-46.56164640559289
3072,sao paulo,SP,-23.5344945353925,-46.55710775772315
3072,são paulo,SP,-23.533630567618893,-46.555531338403455
3073,sao paulo,SP,-23.531694024376442,-46.55571253719994
3073,são paulo,SP,-23.531922652131463,-46.55583120849854
3074,sao paulo,SP,-23.517697952752577,-46.55953506376595
3074,são paulo,SP,-23.52676446101222,-46.56976341051294
3076,sao paulo,SP,-23.537832428440876,-46.582048019198794
3077,sao paulo,SP,-23.531681571392426,-46.58069239608855
3077,são paulo,SP,-23.531676734489242,-46.58076552257156
3080,sao paulo,SP,-23.532917232742985,-46.57845483399351
3080,são paulo,SP,-23.532824793830656,-46.57882113475957
3081,sao paulo,SP,-23.531643968760594,-46.57551211549296
3081,são paulo,SP,-23.531596342108877,-46.575361751509305
3084,sao paulo,SP,-23.533427532338436,-46.570921465663204
3084,são paulo,SP,-23.533800638193178,-46.57097254638749
3085,sao paulo,SP,-23.532878703523092,-46.56845796376715
3085,são paulo,SP,-23.533744436026304,-46.56878707422236
3086,sao paulo,SP,-23.530193588141586,-46.56706426227307
3086,são paulo,SP,-23.53071512424778,-46.56747283586972
3087,sao paulo,SP,-23.53035525703159,-46.566305464045385
3087,são paulo,SP,-23.530560172758605,-46.564614303266275
3088,sao paulo,SP,-23.5269406077637,-46.56183506114545
3088,são paulo,SP,-23.526534946031376,-46.562136129408074
3089,sao paulo,SP,-23.530694958630928,-46.56120629555435
3089,são paulo,SP,-23.533159798662606,-46.55975224863001
3090,sao paulo,SP,-23.528444779365437,-46.557830938371794
3090,são paulo,SP,-23.528293965999204,-46.55799779232787
3101,sao paulo,SP,-23.55278164652092,-46.61151643211117
3101,são paulo,SP,-23.550303967832722,-46.60828092377291
3102,sao paulo,SP,-23.550035571079746,-46.61262531639009
3102,são paulo,SP,-23.55171247688421,-46.61871009189585
3103,sao paulo,SP,-23.554408198967923,-46.610255654770455
3103,são paulo,SP,-23.55421676668274,-46.612006407125435
3104,sao paulo,SP,-23.55431573270584,-46.61367632502044
3104,são paulo,SP,-23.553765870541348,-46.62041416556461
3105,sao paulo,SP,-23.5554946154522,-46.61937621375663
3105,são paulo,SP,-23.556589099790685,-46.618580834339724
3106,sao paulo,SP,-23.55617912852733,-46.61646657097759
3106,são paulo,SP,-23.557176330003166,-46.61551597307263
3107,sao paulo,SP,-23.563456620086658,-46.60823238946266
3107,são paulo,SP,-23.566894698225525,-46.60531019186226
3108,sao paulo,SP,-23.563822200675112,-46.60981249723004
3108,são paulo,SP,-23.567055090510195,-46.60763859684255
3109,sao paulo,SP,-23.573982825570358,-46.59834218984757
3109,são paulo,SP,-23.581125272366165,-46.594130324129104
3110,sao paulo,SP,-23.557641933367613,-46.60716470862108
3110,são paulo,SP,-23.55735556679972,-46.60741424519004
3111,sao paulo,SP,-23.560137164423775,-46.6043905804412
3111,são paulo,SP,-23.560455799727375,-46.6044075449532
3112,sao paulo,SP,-23.556473077808416,-46.601890918358265
3112,são paulo,SP,-23.55686801970684,-46.603433987742115
3113,sao paulo,SP,-23.56140480341048,-46.602375222728774
3113,são paulo,SP,-23.56190963314096,-46.602170809106106
3114,sao paulo,SP,-23.564293378146825,-46.595746444623956
3114,são paulo,SP,-23.564002742940406,-46.596580468842255
3115,sao paulo,SP,-23.564042860446026,-46.59485131023798
3115,são paulo,SP,-23.568539034550845,-46.59000011461918
3116,sao paulo,SP,-23.56747300882648,-46.58694258018653
3116,são paulo,SP,-23.56729521089117,-46.587104303330214
3117,sao paulo,SP,-23.56072764718848,-46.593400320051124
3117,são paulo,SP,-23.56093866239229,-46.59312722367991
3118,sao paulo,SP,-23.561786374563358,-46.594820996868236
3118,são paulo,SP,-23.56167690507784,-46.59518736392212
3119,sao paulo,SP,-23.56343409004626,-46.594552247741056
3119,são paulo,SP,-23.564010147870302,-46.59365757805157
3120,sao paulo,SP,-23.561200339550307,-46.59770243246829
3120,são paulo,SP,-23.56032445847278,-46.5963393175313
3121,sao paulo,SP,-23.5633231168193,-46.59927489966611
3121,são paulo,SP,-23.562819090339975,-46.60050054692662
3122,sao paulo,SP,-23.56810110925669,-46.59496537486002
3122,são paulo,SP,-23.568647147157964,-46.593630504116575
3123,sao paulo,SP,-23.572909155888247,-46.59439592328669
3123,são paulo,SP,-23.571433324092848,-46.5933246259803
3124,sao paulo,SP,-23.570945430255712,-46.59106081928253
3124,são paulo,SP,-23.571488310107327,-46.590065239666146
3125,sao paulo,SP,-23.57720043840454,-46.5909919095512
3125,são paulo,SP,-23.575311739661835,-46.59236933674764
3126,sao paulo,SP,-23.580324561631272,-46.591330942738
3126,são paulo,SP,-23.580686166609755,-46.591307718686956
3127,sao paulo,SP,-23.577864680308892,-46.58816760535445
3127,são paulo,SP,-23.57803583853404,-46.58812964664844
3128,sao paulo,SP,-23.573067687346388,-46.584558462053835
3128,são paulo,SP,-23.573046394670783,-46.58501799457195
3129,sao paulo,SP,-23.578553961527465,-46.58213082060624
3129,são paulo,SP,-23.578045543575783,-46.582172841349745
3130,sao paulo,SP,-23.580100362305977,-46.58364057726932
3131,sao paulo,SP,-23.579083451217674,-46.580074024429095
3131,são paulo,SP,-23.577946941214158,-46.57766924027351
3132,sao paulo,SP,-23.58223311372831,-46.58228942954637
3132,são paulo,SP,-23.58243568067628,-46.58195811724495
3133,sao paulo,SP,-23.59617131249784,-46.57765702991162
3133,são paulo,SP,-23.596805324652923,-46.5772172155577
3134,sao paulo,SP,-23.584786924338893,-46.58437063013688
3134,são paulo,SP,-23.584679941608137,-46.584376432304104
3135,sao paulo,SP,-23.578510573592865,-46.58094547264768
3135,são paulo,SP,-23.58043619351953,-46.580774342179296
3136,sao paulo,SP,-23.579260935741235,-46.57887997736059
3136,são paulo,SP,-23.58019068091908,-46.57780483008753
3137,sao paulo,SP,-23.57998632672213,-46.5763238537866
3137,são paulo,SP,-23.58125947085809,-46.57465569525076
3138,sao paulo,SP,-23.587355615827317,-46.58148957174692
3138,são paulo,SP,-23.58782156609828,-46.58109181941157
3139,sao paulo,SP,-23.586102517138674,-46.57793188635707
3139,são paulo,SP,-23.586227791873455,-46.57887984596268
3140,sao paulo,SP,-23.58611677577505,-46.576674409165214
3140,são paulo,SP,-23.58839597362805,-46.57899835720468
3141,sao paulo,SP,-23.588568390222544,-46.57451363940681
3141,são paulo,SP,-23.58764188740457,-46.57483476296962
3142,sao paulo,SP,-23.590667527856002,-46.577233477079844
3142,são paulo,SP,-23.590354355104804,-46.577528601874825
3143,sao paulo,SP,-23.590252459560567,-46.577631808071715
3143,são paulo,SP,-23.589997043503672,-46.578842290106174
3144,sao paulo,SP,-23.59463525671802,-46.572122474334236
3144,são paulo,SP,-23.593813810988813,-46.57289295198797
3145,sao paulo,SP,-23.591484197534268,-46.572609705199646
3145,são paulo,SP,-23.592835508925322,-46.570857457672126
3146,sao paulo,SP,-23.59309378497684,-46.57682757492172
3146,são paulo,SP,-23.593451191781142,-46.577144041599325
3147,sao paulo,SP,-23.595150490036897,-46.57318574190816
3147,são paulo,SP,-23.595007945721605,-46.57396192895778
3149,sao paulo,SP,-23.576818485801102,-46.58718062522942
3149,são paulo,SP,-23.578134076788427,-46.587025817608215
3150,sao paulo,SP,-23.586141110259057,-46.58796410650223
3150,são paulo,SP,-23.584365056960042,-46.587691836788615
3151,sao paulo,SP,-23.58719272804592,-46.58621863614793
3151,são paulo,SP,-23.588465510964262,-46.58647008090483
3152,sao paulo,SP,-23.592617272870104,-46.58182000150417
3152,são paulo,SP,-23.59204599566861,-46.58178416189529
3153,sao paulo,SP,-23.596764753252696,-46.580660347648504
3153,são paulo,SP,-23.597267812292433,-46.58050245843383
3154,sao paulo,SP,-23.58295155446725,-46.567025374591196
3154,são paulo,SP,-23.582631891078435,-46.56426433853656
3155,sao paulo,SP,-23.581155752910252,-46.57129791330839
3156,sao paulo,SP,-23.580760132200467,-46.56849787490665
3156,são paulo,SP,-23.5811989829586,-46.566965119147305
3157,sao paulo,SP,-23.577315884636825,-46.5716178537125
3157,são paulo,SP,-23.576552258100566,-46.57013777706044
3158,sao paulo,SP,-23.575764181570232,-46.56671945119023
3159,sao paulo,SP,-23.57878092664676,-46.56907347697252
3159,são paulo,SP,-23.579146361922202,-46.56972387600268
3160,sao paulo,SP,-23.57877398521874,-46.564773550600215
3160,são paulo,SP,-23.578568559215267,-46.56416910237681
3161,sao paulo,SP,-23.577166993346864,-46.563423686853646
3161,são paulo,SP,-23.57773480471082,-46.563229882886134
3162,sao paulo,SP,-23.551364302976243,-46.60369339556606
3162,são paulo,SP,-23.55117567482257,-46.60322279890887
3163,sao paulo,SP,-23.54584654274857,-46.59554627812148
3163,são paulo,SP,-23.547030926207583,-46.59887617254444
3164,sao paulo,SP,-23.548315363474195,-46.60929474140005
3164,são paulo,SP,-23.54858954751093,-46.60903263924795
3165,sao paulo,SP,-23.559910421236157,-46.58620723659854
3165,são paulo,SP,-23.560545353087363,-46.58448608166634
3166,sao paulo,SP,-23.549283193309414,-46.59558736720785
3166,são paulo,SP,-23.549389704764486,-46.595699167779685
3167,sao paulo,SP,-23.55581832909725,-46.59453104032844
3167,são paulo,SP,-23.55543652000666,-46.594930593658226
3168,sao paulo,SP,-23.554537891599292,-46.5953223511369
3168,são paulo,SP,-23.55407971060866,-46.59652436910671
3169,sao paulo,SP,-23.55286715418639,-46.59407635834704
3169,são paulo,SP,-23.55326312503439,-46.59325248708871
3170,sao paulo,SP,-23.550837717524214,-46.59238974024057
3170,são paulo,SP,-23.551250147698713,-46.592075765695384
3171,sao paulo,SP,-23.55069475193206,-46.59038984329373
3171,são paulo,SP,-23.55073482361936,-46.59060844535535
3172,sao paulo,SP,-23.552511345577088,-46.585549484664256
3172,são paulo,SP,-23.55356402730981,-46.584331921696354
3173,sao paulo,SP,-23.55329347867089,-46.5842701422575
3174,sao paulo,SP,-23.54698114556942,-46.589149116663606
3174,são paulo,SP,-23.547561787022918,-46.588518098885906
3175,sao paulo,SP,-23.549381541157256,-46.58446856061061
3175,são paulo,SP,-23.54927319537123,-46.58469925976816
3176,sao paulo,SP,-23.55004706642354,-46.58785999814676
3176,são paulo,SP,-23.549773122814358,-46.58786987041954
3177,sao paulo,SP,-23.551068130140504,-46.586370434696555
3177,são paulo,SP,-23.55006306525057,-46.585944676821306
3178,sao paulo,SP,-23.553444052403197,-46.58600142574099
3178,são paulo,SP,-23.55354353931895,-46.59285885520023
3179,sao paulo,SP,-23.553224219877546,-46.58125561495318
3179,são paulo,SP,-23.551783432852726,-46.582082526818304
3180,sao paulo,SP,-23.559758474776142,-46.58811306258846
3180,são paulo,SP,-23.559603807330987,-46.586848810270254
3181,sao paulo,SP,-23.558257849524527,-46.58200472552526
3181,são paulo,SP,-23.5588855510252,-46.58280402046405
3182,sao paulo,SP,-23.559674870033476,-46.59111483305163
3182,são paulo,SP,-23.558275192224258,-46.59296151905143
3183,sao paulo,SP,-23.560437855267413,-46.59068223563524
3183,são paulo,SP,-23.56001981425803,-46.59159838639447
3184,sao paulo,SP,-23.564132117807887,-46.58650406052976
3184,são paulo,SP,-23.56440468037584,-46.58719305535134
3185,sao paulo,SP,-23.56345253033792,-46.58308388414773
3185,são paulo,SP,-23.562958838278377,-46.58272650017869
3186,sao paulo,SP,-23.565563589991577,-46.58152623658963
3186,são paulo,SP,-23.565553390352306,-46.58213795211323
3187,sao paulo,SP,-23.561017463063084,-46.57883683829254
3187,são paulo,SP,-23.561550376049944,-46.5792093235918
3188,sao paulo,SP,-23.562346515209452,-46.57857940290834
3188,são paulo,SP,-23.563590409232336,-46.57755690634026
3189,sao paulo,SP,-23.56944676901138,-46.5775271130089
3189,são paulo,SP,-23.569548912156566,-46.57889256258302
3190,sao paulo,SP,-23.564544398895737,-46.573951770083895
3190,são paulo,SP,-23.564232804889475,-46.57313848791234
3191,sao paulo,SP,-23.56888736162343,-46.571667937441795
3191,são paulo,SP,-23.568298353032457,-46.57215803001561
3192,sao paulo,SP,-23.571692955761126,-46.57735623748472
3192,são paulo,SP,-23.571414489846045,-46.57902207849329
3193,sao paulo,SP,-23.574112460804777,-46.576436297381534
3193,são paulo,SP,-23.57460603460478,-46.5766543673322
3194,são paulo,SP,-23.56788988703906,-46.57394821510183
3195,sao paulo,SP,-23.570575241488342,-46.58193102535266
3195,são paulo,SP,-23.56858900970147,-46.58356596156834
3201,sao paulo,SP,-23.598572512230888,-46.57416148005214
3201,são paulo,SP,-23.598957432849,-46.57362576248211
3202,sao paulo,SP,-23.6004972274531,-46.57011992422517
3202,são paulo,SP,-23.60245249056494,-46.57062395331517
3203,jundiaí,SP,-23.216648333054422,-46.86137071772756
3203,sao paulo,SP,-23.601400167427155,-46.56783112697678
3203,são paulo,SP,-23.600610119991543,-46.567834083879944
3204,sao paulo,SP,-23.595289559162296,-46.55990494033856
3204,são paulo,SP,-23.596752808630054,-46.55865910258814
3205,sao paulo,SP,-23.6027555437402,-46.56692499212758
3206,sao paulo,SP,-23.598689821776862,-46.56246589152507
3206,são paulo,SP,-23.598712005554244,-46.56266470115125
3207,sao paulo,SP,-23.600821114300878,-46.562768463018635
3207,são paulo,SP,-23.60008663437974,-46.56217618563294
3208,sao paulo,SP,-23.598404160316175,-46.556267299420995
3208,são paulo,SP,-23.602274839542275,-46.562878231292736
3209,sao paulo,SP,-23.601145301300836,-46.55876269586742
3209,são paulo,SP,-23.60305236303305,-46.56211467652487
3210,sao paulo,SP,-23.6006759782708,-46.549510270874805
3210,são paulo,SP,-23.600277345166365,-46.54967756160786
3211,sao paulo,SP,-23.60118992435408,-46.55369412382539
3211,são paulo,SP,-23.60055989596507,-46.55370781669623
3212,sao paulo,SP,-23.604456113395806,-46.560383370755446
3212,são paulo,SP,-23.603551195474736,-46.55942958339053
3213,sao paulo,SP,-23.60629549302404,-46.560906129488664
3213,são paulo,SP,-23.607810314184302,-46.56186730766344
3214,sao paulo,SP,-23.60803992211177,-46.561694399493526
3214,são paulo,SP,-23.608227591104505,-46.560216525535225
3215,sao paulo,SP,-23.60743036766175,-46.5567983201865
3215,são paulo,SP,-23.60757689064575,-46.5578631099025
3216,sao paulo,SP,-23.60848208015495,-46.55657363672076
3216,são paulo,SP,-23.608460062795498,-46.554206622468726
3220,sao paulo,SP,-23.604270231863524,-46.52871662929491
3220,são paulo,SP,-23.606471543478786,-46.52625127765218
3221,sao paulo,SP,-23.596536629485875,-46.539955552532334
3221,são paulo,SP,-23.594981559693625,-46.54315579297533
3222,sao paulo,SP,-23.585161910798064,-46.56116400124896
3222,são paulo,SP,-23.585811867649735,-46.5607751475803
3223,sao paulo,SP,-23.589960780675483,-46.5594106477819
3223,são paulo,SP,-23.589533357269172,-46.559172143197564
3224,sao paulo,SP,-23.589951638538686,-46.561406889594444
3224,são paulo,SP,-23.59407492117263,-46.55806461948181
3225,sao paulo,SP,-23.584787455532815,-46.55584891680962
3225,são paulo,SP,-23.586002941671047,-46.556053591651974
3226,sao paulo,SP,-23.591717318151268,-46.567820348881966
3226,são paulo,SP,-23.5934015813232,-46.5642495940908
3227,sao paulo,SP,-23.58638041582765,-46.57120250516701
3227,são paulo,SP,-23.586208313347583,-46.56977612970113
3231,são paulo,SP,-23.650802466270463,-46.658499439206025
3236,sao paulo,SP,-23.591832590717477,-46.553421329540456
3236,são paulo,SP,-23.593740401285,-46.55329582113057
3237,sao paulo,SP,-23.59330403416043,-46.55246812598673
3237,são paulo,SP,-23.594209524675385,-46.551795162588704
3238,sao paulo,SP,-23.594122194605447,-46.5493294421799
3238,são paulo,SP,-23.59518127116393,-46.54888324187781
3239,sao paulo,SP,-23.596686408203496,-46.54683397812902
3239,são paulo,SP,-23.594784988293394,-46.54536517339298
3240,sao paulo,SP,-23.59862502331352,-46.54743985202308
3240,são paulo,SP,-23.597512798593872,-46.54686484725986
3241,sao paulo,SP,-23.60025018902884,-46.5465714550325
3241,são paulo,SP,-23.60025973868948,-46.546671056826696
3242,sao paulo,SP,-23.598000357449195,-46.54345508610751
3242,são paulo,SP,-23.597306238598104,-46.5442623949449
3243,sao paulo,SP,-23.599063647035802,-46.54204121985083
3243,são paulo,SP,-23.598343477378965,-46.54138209485541
3244,sao paulo,SP,-23.603553393063414,-46.54084915198882
3244,são paulo,SP,-23.606505783506712,-46.540989631691794
3245,sao paulo,SP,-23.603774665484092,-46.535661429804776
3245,são paulo,SP,-23.604253896275086,-46.534725901488834
3249,sao paulo,SP,-23.5989708171793,-46.53348928361272
3249,são paulo,SP,-23.601216515464017,-46.53338213489402
3250,sao paulo,SP,-23.605923507613163,-46.5318671161719
3250,são paulo,SP,-23.605174189148244,-46.53121080648046
3251,sao paulo,SP,-23.608438306480313,-46.53585643599759
3251,são paulo,SP,-23.599078348276493,-46.54244972581227
3252,sao paulo,SP,-23.60924715161729,-46.54230641864013
3253,sao paulo,SP,-23.607084476846282,-46.5312003158667
3253,são paulo,SP,-23.607282735082805,-46.53112451817762
3254,sao paulo,SP,-23.609766716596987,-46.53125756029494
3254,são paulo,SP,-23.61020203262675,-46.53089759268343
3255,sao paulo,SP,-23.601055040929477,-46.525685845171104
3255,são paulo,SP,-23.60196184812741,-46.52590170072133
3256,sao paulo,SP,-23.609943960866584,-46.5300079896911
3256,são paulo,SP,-23.609550342489484,-46.52838322189682
3257,sao paulo,SP,-23.60843743886234,-46.526809947890115
3257,são paulo,SP,-23.60712325569852,-46.52603238366856
3258,sao paulo,SP,-23.610266364509403,-46.5261444010089
3258,são paulo,SP,-23.611526012421365,-46.52752012295143
3259,sao paulo,SP,-23.60360675573371,-46.52190720076613
3259,são paulo,SP,-23.603434616985975,-46.521332218117024
3260,sao paulo,SP,-23.604047211184657,-46.518023256748336
3260,são paulo,SP,-23.60419686850011,-46.51784536984153
3261,sao paulo,SP,-23.586704083948938,-46.551770597977416
3261,são paulo,SP,-23.586534053844495,-46.55221872116517
3262,sao paulo,SP,-23.58833329537913,-46.549916087888384
3262,são paulo,SP,-23.588731838791432,-46.54992503495102
3263,sao paulo,SP,-23.58911518876756,-46.54788525876997
3263,são paulo,SP,-23.590596871357263,-46.548032524078124
3264,sao paulo,SP,-23.5913750199799,-46.54480607494011
3264,são paulo,SP,-23.592024748421064,-46.544391546566125
3265,sao paulo,SP,-23.5946199928059,-46.541346818565216
3265,são paulo,SP,-23.59528984280686,-46.5409546316448
3266,sao paulo,SP,-23.598342263492366,-46.53667824540992
3266,são paulo,SP,-23.59871231255358,-46.53686168429819
3267,sao paulo,SP,-23.60097103629047,-46.52920383618175
3267,são paulo,SP,-23.600516868524842,-46.52955718943566
3268,sao paulo,SP,-23.598875190622067,-46.526462780387945
3268,são paulo,SP,-23.599372257767794,-46.52591444772726
3269,sao paulo,SP,-23.599374501666173,-46.524522034195236
3269,são paulo,SP,-23.59959193648892,-46.52406789543539
3270,sao paulo,SP,-23.60080650341271,-46.52118182590504
3270,são paulo,SP,-23.60067197004861,-46.52060847507469
3271,sao paulo,SP,-23.60044508517442,-46.51769750745893
3271,são paulo,SP,-23.602230463887448,-46.519333858101064
3272,sao paulo,SP,-23.60158144512997,-46.51464317948847
3272,são paulo,SP,-23.60110239115548,-46.51441908432877
3273,sao paulo,SP,-23.577566154760877,-46.55980697473216
3273,são paulo,SP,-23.576250599828484,-46.56069259324936
3274,sao paulo,SP,-23.578446493924172,-46.55708868441005
3274,são paulo,SP,-23.578860718559895,-46.55846261167286
3275,sao paulo,SP,-23.584138487659974,-46.540944986933404
3275,são paulo,SP,-23.583210652717366,-46.54371622837552
3276,sao paulo,SP,-23.578990049928176,-46.54708310446485
3276,são paulo,SP,-23.578967973235248,-46.54758069794555
3277,sao paulo,SP,-23.583054867608453,-46.54644086753364
3277,são paulo,SP,-23.583962783513186,-46.546733023640506
3278,sao paulo,SP,-23.58216644454146,-46.54393253111562
3278,são paulo,SP,-23.582203928453907,-46.54477710483718
3279,sao paulo,SP,-23.584897879805066,-46.54153071507229
3279,são paulo,SP,-23.58477187485531,-46.54086064935601
3280,sao paulo,SP,-23.583447876054905,-46.537404259207506
3280,são paulo,SP,-23.5840574985025,-46.537282769937704
3281,sao paulo,SP,-23.58832539859907,-46.54304812429476
3281,são paulo,SP,-23.58782216281263,-46.5432752000664
3282,sao paulo,SP,-23.588335053728507,-46.54400884411112
3282,são paulo,SP,-23.58947852292936,-46.54363762888419
3283,sao paulo,SP,-23.590435511800173,-46.539237351715265
3283,são paulo,SP,-23.58957786210388,-46.53961471737216
3284,sao paulo,SP,-23.587505060344537,-46.5368033161843
3284,são paulo,SP,-23.587499222916307,-46.5371144258709
3286,sao paulo,SP,-23.59082547645327,-46.53531538739535
3286,são paulo,SP,-23.590704017119634,-46.53436949828804
3287,sao paulo,SP,-23.595423220032572,-46.533014331689756
3287,são paulo,SP,-23.59578653443444,-46.53345874126773
3288,sao paulo,SP,-23.59267628961704,-46.53196385867396
3288,são paulo,SP,-23.59154013711117,-46.53301246433721
3289,sao paulo,SP,-23.595149609086228,-46.52939795351221
3289,são paulo,SP,-23.595065455450417,-46.52755701318596
3294,sao paulo,SP,-23.593434181380115,-46.535824121024724
3294,são paulo,SP,-23.59189647143846,-46.537889415807655
3295,sao paulo,SP,-23.588149008755725,-46.544744910556176
3295,são paulo,SP,-23.58828719394541,-46.54494088179443
3301,sao paulo,SP,-23.54330213849616,-46.58282993158863
3302,sao paulo,SP,-23.5449647216227,-46.58969350411641
3303,sao paulo,SP,-23.545198899173844,-46.58804768510724
3303,são paulo,SP,-23.54522516303802,-46.58600049568022
3304,sao paulo,SP,-23.54520066264643,-46.57812144203305
3304,são paulo,SP,-23.54467266388715,-46.57821023397196
3305,sao paulo,SP,-23.546581528742994,-46.57682258649004
3305,são paulo,SP,-23.546412602140894,-46.576896757703835
3306,sao paulo,SP,-23.544897397261867,-46.575667444056734
3306,são paulo,SP,-23.543177748997127,-46.57598235346129
3307,sao paulo,SP,-23.547134364686112,-46.57396157788841
3307,são paulo,SP,-23.543442293275234,-46.574829848279336
3308,sao paulo,SP,-23.541438582435642,-46.571721502309785
3308,são paulo,SP,-23.542068930170736,-46.57279153149888
3309,sao paulo,SP,-23.545624888934874,-46.56732578534135
3309,são paulo,SP,-23.545292152916122,-46.567730551584475
3310,sao paulo,SP,-23.54273963432489,-46.567128653046716
3310,são paulo,SP,-23.545420587015855,-46.56592083461946
3311,sao paulo,SP,-23.54380727317121,-46.56403184528538
3311,são paulo,SP,-23.543227881198316,-46.5640939542025
3312,sao paulo,SP,-23.548477003695076,-46.55834238074954
3312,são paulo,SP,-23.548426419945066,-46.55818975746226
3313,sao paulo,SP,-23.545299335945632,-46.55839015222801
3313,são paulo,SP,-23.54518714463177,-46.55807988336908
3314,sao paulo,SP,-23.541285326011742,-46.565798656439206
3314,são paulo,SP,-23.541629032979593,-46.568103713809876
3315,sao paulo,SP,-23.542158540652668,-46.568193611970436
3315,são paulo,SP,-23.542434854562295,-46.56953978185449
3316,sao paulo,SP,-23.542114590413924,-46.565668892192875
3316,são paulo,SP,-23.542724783558324,-46.56824412000908
3317,sao paulo,SP,-23.541564228726312,-46.560570148280895
3317,são paulo,SP,-23.541455774590375,-46.56110976423217
3318,sao paulo,SP,-23.544289522968327,-46.56499003401362
3318,são paulo,SP,-23.544704442706472,-46.566825308436
3319,sao paulo,SP,-23.544875032577345,-46.562402164029066
3319,são paulo,SP,-23.544581551936627,-46.56086740487609
3320,sao paulo,SP,-23.546493436423717,-46.56519031494495
3320,são paulo,SP,-23.546676301698955,-46.56591946925686
3321,sao paulo,SP,-23.547313019167408,-46.564049186889925
3321,são paulo,SP,-23.547825538738188,-46.5669591369481
3322,sao paulo,SP,-23.54848308789243,-46.56477776613405
3322,são paulo,SP,-23.54964222391681,-46.56905485800334
3323,sao paulo,SP,-23.545907728660286,-46.57239747665831
3323,são paulo,SP,-23.546025309560484,-46.572568656647064
3324,sao paulo,SP,-23.551213184424153,-46.56596883952275
3324,são paulo,SP,-23.5509361932557,-46.564969315750616
3325,sao paulo,SP,-23.552590374558317,-46.55697434499953
3325,são paulo,SP,-23.551919955425756,-46.556622635605756
3330,sao paulo,SP,-23.54538472669783,-46.58532661209289
3330,são paulo,SP,-23.54538472669783,-46.58532661209289
3331,sao paulo,SP,-23.548514671240984,-46.58193222767888
3331,são paulo,SP,-23.546067198035725,-46.58460884793989
3332,sao paulo,SP,-23.551719126559224,-46.57520674262172
3332,são paulo,SP,-23.55223762434357,-46.57464387447346
3333,sao paulo,SP,-23.556197293400945,-46.56899532197652
3333,são paulo,SP,-23.55615233206798,-46.56988558905652
3334,sao paulo,SP,-23.55370191665832,-46.57227540903901
3334,são paulo,SP,-23.553408401238343,-46.57232792350136
3335,sao paulo,SP,-23.555050582213887,-46.568533917606516
3335,são paulo,SP,-23.55431611859237,-46.567753388681496
3336,sao paulo,SP,-23.553850466140144,-46.563056035114094
3336,são paulo,SP,-23.553938688318492,-46.56294839520604
3337,sao paulo,SP,-23.55627322643204,-46.561910560389855
3337,são paulo,SP,-23.555887085040464,-46.56161840515597
3338,sao paulo,SP,-23.55969719160776,-46.56057952407646
3340,sao paulo,SP,-23.57058882952589,-46.550807260423845
3340,são paulo,SP,-23.56927340658707,-46.552855601063506
3342,sao paulo,SP,-23.561203637245214,-46.56377089052988
3342,são paulo,SP,-23.56134784761664,-46.56372916829816
3343,sao paulo,SP,-23.55929085715239,-46.57105626013932
3343,são paulo,SP,-23.559719052494973,-46.57031655547501
3344,sao paulo,SP,-23.560132554622406,-46.57331777092837
3344,são paulo,SP,-23.559388678339396,-46.574310306703474
3345,sao paulo,SP,-23.57156127688835,-46.56366951381885
3345,são paulo,SP,-23.571720695076475,-46.56357874583307
3346,sao paulo,SP,-23.560178757248554,-46.5714891078747
3346,são paulo,SP,-23.560205424212626,-46.57063311774612
3347,sao paulo,SP,-23.5627280452812,-46.56671917306596
3347,são paulo,SP,-23.561847349099516,-46.56722067125232
3348,sao paulo,SP,-23.56590127814137,-46.56233432871997
3348,são paulo,SP,-23.5666706963713,-46.562233563479104
3349,sao paulo,SP,-23.567215021053872,-46.56305825064382
3349,são paulo,SP,-23.56773031495576,-46.56114301122983
3350,sao paulo,SP,-23.569348709415866,-46.565945154111624
3350,são paulo,SP,-23.570126561953685,-46.566072493602775
